2.050385726514038220e-01,1.911118019711664784e-02,5.000000000000000278e-02
2.050385726514038220e-01,1.911118019711664784e-02,0.000000000000000000e+00
1.999682786808296975e-01,2.925176813826489003e-02,0.000000000000000000e+00
1.939447148406218124e-01,4.059070640856687201e-02,0.000000000000000000e+00
1.825198565387622929e-01,4.667242457050418264e-02,0.000000000000000000e+00
1.729101907799512894e-01,4.934366994663984957e-02,0.000000000000000000e+00
1.560225119492203438e-01,5.000000000000001665e-02,0.000000000000000000e+00
1.449353118244443017e-01,4.395950722826959950e-02,0.000000000000000000e+00
1.311072336362990032e-01,3.102123248003797046e-02,0.000000000000000000e+00
1.212401997555416222e-01,1.608179655648255685e-02,0.000000000000000000e+00
1.199999999999999956e-01,-1.098497714799005417e-02,0.000000000000000000e+00
1.239315234958007494e-01,-2.304481176514132715e-02,0.000000000000000000e+00
1.336445608479933933e-01,-3.284587527100234217e-02,0.000000000000000000e+00
1.483351252922293084e-01,-4.391733603322586776e-02,0.000000000000000000e+00
1.548517498696056760e-01,-4.662856652765869775e-02,0.000000000000000000e+00
1.758894058118595505e-01,-4.999999999999999584e-02,0.000000000000000000e+00
1.861442781791045609e-01,-4.742154490375196513e-02,0.000000000000000000e+00
1.952907979351734824e-01,-3.904535296051928062e-02,0.000000000000000000e+00
2.014248863834876835e-01,-2.934520000535113457e-02,0.000000000000000000e+00
2.050385726514038220e-01,-1.560083237066002722e-02,0.000000000000000000e+00
2.028351691502722209e-01,-2.314472190783184967e-04,0.000000000000000000e+00
1.956780299364977438e-01,1.248079577405818326e-02,0.000000000000000000e+00
1.819633625237958019e-01,2.097159196193036645e-02,0.000000000000000000e+00
1.659396539851984431e-01,2.346678113050316983e-02,0.000000000000000000e+00
1.549831991909059459e-01,1.699808838216631049e-02,0.000000000000000000e+00
1.469252032963619670e-01,7.410501803484061296e-03,0.000000000000000000e+00
1.427412337639924478e-01,-5.420561578739782616e-03,0.000000000000000000e+00
1.442328518465172404e-01,-2.549818660936142845e-02,0.000000000000000000e+00
1.508941377612132984e-01,-3.129873746949974472e-02,0.000000000000000000e+00
1.552993671220063987e-01,-3.368640910431345420e-02,0.000000000000000000e+00
1.686708399866316266e-01,-3.413203334116108462e-02,0.000000000000000000e+00
1.777939661863655596e-01,-3.008696646222849824e-02,0.000000000000000000e+00
1.827963650204475765e-01,-1.931146460940657769e-02,0.000000000000000000e+00
1.837634377903596961e-01,-7.683303120231588408e-03,0.000000000000000000e+00
1.781270123460488575e-01,-2.340063524543095023e-03,0.000000000000000000e+00
1.695728491842228847e-01,5.424941532685114082e-04,0.000000000000000000e+00
1.656462887261740957e-01,-4.680199203269612418e-03,0.000000000000000000e+00
1.640861982736897540e-01,-1.404074191817568200e-02,0.000000000000000000e+00
1.640861982736897540e-01,-1.443076453129676917e-02,0.000000000000000000e+00
1.640861982736897540e-01,-1.443076453129676917e-02,5.000000000000000278e-02
